"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ZAF","HHWEALTH","FINAN","USD","A","2005",11751.55,
"ZAF","HHWEALTH","FINAN","USD","A","2006",14113.86,
"ZAF","HHWEALTH","FINAN","USD","A","2007",14324.28,
"ZAF","HHWEALTH","FINAN","USD","A","2008",11670.18,
"ZAF","HHWEALTH","FINAN","USD","A","2009",12736.13,
"ZAF","HHWEALTH","FINAN","USD","A","2010",13796.08,
"ZAF","HHWEALTH","FINAN","USD","A","2011",13560.41,
"ZAF","HHWEALTH","FINAN","USD","A","2012",14916.89,
"ZAF","HHWEALTH","FINAN","USD","A","2013",16868.58,
"ZAF","HHWEALTH","FINAN","USD","A","2014",17549.03,
"ZAF","HHWEALTH","FINAN","USD","A","2015",17159.46,
"ZAF","HHWEALTH","FINAN","USD","A","2016",16770.7,
"ZAF","HHWEALTH","FINAN","USD","A","2017",18236.05,
"ZAF","HHWEALTH","FINAN","USD","A","2018",16473.21,
"ZAF","HHWEALTH","FINAN","USD","A","2019",16884.04,
"ZAF","HHWEALTH","FINAN","USD","A","2020",16800.98,
"NZL","HHWEALTH","FINAN","USD","A","2007",78360.25,
"NZL","HHWEALTH","FINAN","USD","A","2008",79974.48,
"NZL","HHWEALTH","FINAN","USD","A","2009",79953.08,
"NZL","HHWEALTH","FINAN","USD","A","2010",79478.68,
"NZL","HHWEALTH","FINAN","USD","A","2011",82738.13,
"NZL","HHWEALTH","FINAN","USD","A","2012",82861.91,
"NZL","HHWEALTH","FINAN","USD","A","2013",91118.52,
"NZL","HHWEALTH","FINAN","USD","A","2014",94974.49,
"NZL","HHWEALTH","FINAN","USD","A","2015",100214.2,
"NZL","HHWEALTH","FINAN","USD","A","2016",102271,
"NZL","HHWEALTH","FINAN","USD","A","2017",111537.8,
"NZL","HHWEALTH","FINAN","USD","A","2018",118978.2,
"NZL","HHWEALTH","FINAN","USD","A","2019",127211,
"NZL","HHWEALTH","FINAN","USD","A","2020",126401.5,
"NZL","HHWEALTH","FINAN","USD","A","2021",138852.6,
"ESP","HHWEALTH","TOT","PC_NDI","A","1995",308.8887,
"ESP","HHWEALTH","TOT","PC_NDI","A","1996",314.1602,
"ESP","HHWEALTH","TOT","PC_NDI","A","1997",323.2871,
"ESP","HHWEALTH","TOT","PC_NDI","A","1998",341.5519,
"ESP","HHWEALTH","TOT","PC_NDI","A","1999",351.4866,
"ESP","HHWEALTH","TOT","PC_NDI","A","2000",334.855,
"ESP","HHWEALTH","TOT","PC_NDI","A","2001",331.303,
"ESP","HHWEALTH","TOT","PC_NDI","A","2002",324.2208,
"ESP","HHWEALTH","TOT","PC_NDI","A","2003",340.014,
"ESP","HHWEALTH","TOT","PC_NDI","A","2004",352.5614,
"ESP","HHWEALTH","TOT","PC_NDI","A","2005",368.9795,
"ESP","HHWEALTH","TOT","PC_NDI","A","2006",391.101,
"ESP","HHWEALTH","TOT","PC_NDI","A","2007",381.0102,
"ESP","HHWEALTH","TOT","PC_NDI","A","2008",328.5816,
"ESP","HHWEALTH","TOT","PC_NDI","A","2009",335.2838,
"ESP","HHWEALTH","TOT","PC_NDI","A","2010",332.0996,
"ESP","HHWEALTH","TOT","PC_NDI","A","2011",316.6343,
"ESP","HHWEALTH","TOT","PC_NDI","A","2012",325.5429,
"ESP","HHWEALTH","TOT","PC_NDI","A","2013",352.042,
"ESP","HHWEALTH","TOT","PC_NDI","A","2014",373.0132,
"ESP","HHWEALTH","TOT","PC_NDI","A","2015",402.5874,
"ESP","HHWEALTH","TOT","PC_NDI","A","2016",399.3086,
"ESP","HHWEALTH","TOT","PC_NDI","A","2017",392.2701,
"ESP","HHWEALTH","TOT","PC_NDI","A","2018",385.2155,
"ESP","HHWEALTH","TOT","PC_NDI","A","2019",390.2873,
"ESP","HHWEALTH","TOT","PC_NDI","A","2020",426.034,
"ESP","HHWEALTH","TOT","PC_NDI","A","2021",444.0178,
